fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,free sulfur dioxide (norm),total sulfur dioxide,total sulfur dioxide (norm),pH,sulphates,alcohol,quality
7.40,0.61,0.01,2.00,0.07,13.00,-0.24,38.00,0.15,3.48,0.65,9.80,5.00
7.40,0.61,0.01,2.00,0.07,13.00,-0.24,38.00,0.15,3.48,0.65,9.80,5.00
6.50,0.52,0.11,1.80,0.07,13.00,-0.24,38.00,0.15,3.34,0.52,9.30,5.00
8.10,0.55,0.18,1.90,0.08,13.00,-0.24,35.00,0.09,3.30,0.59,9.00,6.00
8.10,0.55,0.18,1.90,0.08,13.00,-0.24,35.00,0.09,3.30,0.59,9.00,6.00
12.80,0.84,0.63,2.40,0.09,13.00,-0.24,35.00,0.09,3.10,0.60,10.40,6.00
7.20,0.49,0.18,2.70,0.07,13.00,-0.24,34.00,0.06,3.29,0.48,9.20,6.00
9.70,0.31,0.47,1.60,0.06,13.00,-0.24,33.00,0.04,3.27,0.66,10.00,6.00
8.70,0.69,0.00,3.20,0.08,13.00,-0.24,33.00,0.04,3.36,0.45,9.40,5.00
10.00,0.48,0.24,2.70,0.10,13.00,-0.24,32.00,0.02,3.28,0.56,10.00,6.00
7.50,0.51,0.02,1.70,0.08,13.00,-0.24,31.00,0.00,3.36,0.54,10.50,6.00
7.50,0.51,0.02,1.70,0.08,13.00,-0.24,31.00,0.00,3.36,0.54,10.50,6.00
7.50,0.51,0.02,1.70,0.08,13.00,-0.24,31.00,0.00,3.36,0.54,10.50,6.00
7.50,0.51,0.02,1.70,0.08,13.00,-0.24,31.00,0.00,3.36,0.54,10.50,6.00
7.90,1.04,0.05,2.20,0.08,13.00,-0.24,29.00,-0.05,3.22,0.55,9.90,6.00
6.60,0.56,0.14,2.40,0.06,13.00,-0.24,29.00,-0.05,3.42,0.62,11.70,7.00
9.50,0.86,0.26,1.90,0.08,13.00,-0.24,28.00,-0.07,3.25,0.62,10.00,5.00
7.00,0.60,0.12,2.20,0.08,13.00,-0.24,28.00,-0.07,3.52,0.62,10.20,7.00
6.10,0.71,0.10,2.80,0.08,13.00,-0.24,28.00,-0.07,3.60,0.66,10.20,5.00
8.90,0.40,0.51,2.60,0.05,13.00,-0.24,27.00,-0.09,3.32,0.90,13.40,7.00
9.10,0.29,0.33,2.05,0.06,13.00,-0.24,27.00,-0.09,3.26,0.84,11.70,7.00
9.10,0.29,0.33,2.05,0.06,13.00,-0.24,27.00,-0.09,3.26,0.84,11.70,7.00
8.80,0.24,0.35,1.70,0.06,13.00,-0.24,27.00,-0.09,3.14,0.59,11.30,7.00
6.20,0.70,0.15,5.10,0.08,13.00,-0.24,27.00,-0.09,3.54,0.60,11.90,6.00
6.10,0.72,0.10,2.60,0.05,13.00,-0.24,27.00,-0.09,3.57,0.50,11.90,5.00
6.00,0.50,0.04,2.20,0.09,13.00,-0.24,26.00,-0.11,3.46,0.47,10.00,5.00
6.90,0.49,0.19,1.70,0.08,13.00,-0.24,26.00,-0.11,3.38,0.64,9.80,6.00
6.60,0.52,0.08,2.40,0.07,13.00,-0.24,26.00,-0.11,3.40,0.72,12.50,7.00
8.20,0.78,0.00,2.20,0.09,13.00,-0.24,26.00,-0.11,3.37,0.46,9.60,4.00
9.60,0.33,0.52,2.20,0.07,13.00,-0.24,25.00,-0.14,3.36,0.76,12.40,7.00
6.80,0.49,0.22,2.30,0.07,13.00,-0.24,24.00,-0.16,3.41,0.83,11.30,6.00
6.90,0.51,0.23,2.00,0.07,13.00,-0.24,22.00,-0.20,3.40,0.84,11.20,6.00
6.80,0.67,0.15,1.80,0.12,13.00,-0.24,20.00,-0.25,3.42,0.67,11.30,6.00
10.40,0.43,0.50,2.30,0.07,13.00,-0.24,19.00,-0.27,3.10,0.87,11.40,6.00
5.60,0.31,0.37,1.40,0.07,12.00,-0.35,96.00,1.43,3.32,0.58,9.20,5.00
9.20,0.92,0.24,2.60,0.09,12.00,-0.35,93.00,1.37,3.48,0.54,9.80,5.00
8.40,0.65,0.60,2.10,0.11,12.00,-0.35,90.00,1.30,3.20,0.52,9.20,5.00
9.90,0.57,0.25,2.00,0.10,12.00,-0.35,89.00,1.28,3.04,0.90,10.10,5.00
5.60,0.85,0.05,1.40,0.05,12.00,-0.35,88.00,1.26,3.56,0.82,12.90,8.00
9.70,0.66,0.34,2.60,0.09,12.00,-0.35,88.00,1.26,3.26,0.66,10.10,5.00
7.30,0.45,0.36,5.90,0.07,12.00,-0.35,87.00,1.23,3.33,0.83,10.50,5.00
7.30,0.45,0.36,5.90,0.07,12.00,-0.35,87.00,1.23,3.33,0.83,10.50,5.00
6.70,0.75,0.12,2.00,0.09,12.00,-0.35,80.00,1.08,3.38,0.52,10.10,5.00
7.20,0.54,0.27,2.60,0.08,12.00,-0.35,78.00,1.04,3.39,0.71,11.00,5.00
8.80,0.59,0.18,2.90,0.09,12.00,-0.35,74.00,0.95,3.14,0.54,9.40,5.00
7.40,0.55,0.22,2.20,0.11,12.00,-0.35,72.00,0.90,3.05,0.63,9.20,5.00
7.00,0.58,0.28,4.80,0.09,12.00,-0.35,69.00,0.84,3.32,0.70,11.00,6.00
7.00,0.98,0.04,2.00,0.09,12.00,-0.35,67.00,0.79,3.35,0.60,9.40,4.00
8.70,0.78,0.51,1.70,0.42,12.00,-0.35,66.00,0.77,3.00,1.17,9.20,5.00
8.70,0.78,0.51,1.70,0.42,12.00,-0.35,66.00,0.77,3.00,1.17,9.20,5.00
8.10,0.58,0.22,2.10,0.08,12.00,-0.35,65.00,0.75,3.29,0.51,9.20,5.00
8.10,0.58,0.22,2.10,0.08,12.00,-0.35,65.00,0.75,3.29,0.51,9.20,5.00
8.20,0.34,0.38,2.50,0.08,12.00,-0.35,57.00,0.57,3.30,0.47,9.00,6.00
6.60,0.70,0.00,2.10,0.08,12.00,-0.35,56.00,0.55,3.49,0.67,9.20,5.00
7.60,0.52,0.12,3.00,0.07,12.00,-0.35,53.00,0.48,3.36,0.57,9.10,5.00
6.40,0.39,0.33,3.30,0.05,12.00,-0.35,53.00,0.48,3.36,0.62,12.20,6.00
9.50,0.37,0.52,2.00,0.09,12.00,-0.35,51.00,0.44,3.29,0.58,11.10,6.00
8.00,0.38,0.06,1.80,0.08,12.00,-0.35,49.00,0.39,3.37,0.52,9.90,6.00
7.60,0.46,0.11,2.60,0.08,12.00,-0.35,49.00,0.39,3.21,0.57,10.00,5.00
9.20,0.67,0.10,3.00,0.09,12.00,-0.35,48.00,0.37,3.31,0.54,9.50,6.00
9.10,0.78,0.22,2.20,0.08,12.00,-0.35,48.00,0.37,3.18,0.51,9.60,5.00
7.80,0.56,0.19,1.80,0.10,12.00,-0.35,47.00,0.35,3.19,0.93,9.50,5.00
7.80,0.56,0.19,1.80,0.10,12.00,-0.35,47.00,0.35,3.19,0.93,9.50,5.00
8.00,0.50,0.39,2.60,0.08,12.00,-0.35,46.00,0.33,3.43,0.62,10.70,6.00
7.00,0.57,0.00,2.00,0.19,12.00,-0.35,45.00,0.31,3.31,0.60,9.40,6.00
11.90,0.38,0.49,2.70,0.10,12.00,-0.35,42.00,0.24,3.16,0.61,10.30,5.00
11.90,0.38,0.49,2.70,0.10,12.00,-0.35,42.00,0.24,3.16,0.61,10.30,5.00
7.40,0.68,0.16,1.80,0.08,12.00,-0.35,39.00,0.17,3.50,0.70,9.90,6.00
8.70,0.29,0.52,1.60,0.11,12.00,-0.35,37.00,0.13,3.25,0.58,9.50,5.00
9.50,0.55,0.66,2.30,0.39,12.00,-0.35,37.00,0.13,3.17,0.67,9.60,5.00
7.50,0.52,0.16,1.90,0.09,12.00,-0.35,35.00,0.09,3.38,0.62,9.50,7.00
13.20,0.46,0.52,2.20,0.07,12.00,-0.35,35.00,0.09,3.10,0.56,9.00,6.00
13.20,0.46,0.52,2.20,0.07,12.00,-0.35,35.00,0.09,3.10,0.56,9.00,6.00
6.40,0.63,0.21,1.60,0.08,12.00,-0.35,32.00,0.02,3.58,0.66,9.80,5.00
8.00,0.59,0.05,2.00,0.09,12.00,-0.35,32.00,0.02,3.36,0.61,10.00,5.00
6.90,1.09,0.06,2.10,0.06,12.00,-0.35,31.00,0.00,3.51,0.43,11.40,4.00
9.30,0.41,0.39,2.20,0.06,12.00,-0.35,31.00,0.00,3.26,0.65,10.20,5.00
8.60,0.80,0.11,2.30,0.08,12.00,-0.35,31.00,0.00,3.40,0.48,9.90,5.00
7.20,0.50,0.18,2.10,0.07,12.00,-0.35,31.00,0.00,3.52,0.72,9.60,6.00
6.90,0.49,0.10,2.30,0.07,12.00,-0.35,30.00,-0.03,3.42,0.58,10.20,6.00
12.00,0.39,0.66,3.00,0.09,12.00,-0.35,30.00,-0.03,3.18,0.63,10.80,7.00
12.50,0.28,0.54,2.30,0.08,12.00,-0.35,29.00,-0.05,3.11,1.36,9.80,7.00
10.50,0.42,0.66,2.95,0.12,12.00,-0.35,29.00,-0.05,3.24,0.75,11.70,7.00
8.30,0.71,0.12,2.60,0.09,12.00,-0.35,28.00,-0.07,3.51,0.72,10.00,5.00
7.30,0.51,0.18,2.10,0.07,12.00,-0.35,28.00,-0.07,3.52,0.73,9.50,6.00
7.30,0.51,0.18,2.10,0.07,12.00,-0.35,28.00,-0.07,3.52,0.73,9.50,6.00
8.90,0.38,0.40,2.20,0.07,12.00,-0.35,28.00,-0.07,3.27,0.75,12.60,7.00
11.50,0.30,0.60,2.00,0.07,12.00,-0.35,27.00,-0.09,3.11,0.97,10.10,6.00
6.50,0.51,0.15,3.00,0.06,12.00,-0.35,27.00,-0.09,3.33,0.59,12.80,6.00
6.30,0.60,0.10,1.60,0.05,12.00,-0.35,26.00,-0.11,3.55,0.51,12.10,5.00
9.20,0.41,0.50,2.50,0.06,12.00,-0.35,25.00,-0.14,3.34,0.79,13.30,7.00
9.10,0.30,0.34,2.00,0.06,12.00,-0.35,25.00,-0.14,3.26,0.84,11.70,7.00
11.90,0.37,0.69,2.30,0.08,12.00,-0.35,24.00,-0.16,3.00,0.65,12.80,6.00
8.90,0.35,0.40,3.60,0.11,12.00,-0.35,24.00,-0.16,3.23,0.70,12.00,7.00
8.10,0.73,0.00,2.50,0.08,12.00,-0.35,24.00,-0.16,3.38,0.46,9.60,4.00
7.10,0.68,0.00,2.20,0.07,12.00,-0.35,22.00,-0.20,3.48,0.50,9.30,5.00
8.80,0.45,0.43,1.40,0.08,12.00,-0.35,21.00,-0.22,3.21,0.75,10.20,6.00
6.60,0.88,0.04,2.20,0.07,12.00,-0.35,20.00,-0.25,3.53,0.56,9.90,5.00
7.20,0.70,0.13,2.00,0.08,12.00,-0.35,20.00,-0.25,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,-0.35,20.00,-0.25,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,-0.35,20.00,-0.25,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,-0.35,20.00,-0.25,3.29,0.54,10.10,5.00
7.50,0.52,0.40,2.20,0.06,12.00,-0.35,20.00,-0.25,3.26,0.64,11.80,6.00
8.90,0.32,0.31,2.00,0.09,12.00,-0.35,19.00,-0.27,3.17,0.55,10.40,6.00
8.50,0.32,0.42,2.30,0.08,12.00,-0.35,19.00,-0.27,3.14,0.71,11.80,7.00
8.40,0.37,0.43,2.30,0.06,12.00,-0.35,19.00,-0.27,3.17,0.81,11.20,7.00
7.70,0.58,0.01,1.80,0.09,12.00,-0.35,18.00,-0.29,3.32,0.56,10.50,7.00
7.70,0.58,0.01,1.80,0.09,12.00,-0.35,18.00,-0.29,3.32,0.56,10.50,7.00
8.30,0.76,0.29,4.20,0.08,12.00,-0.35,16.00,-0.33,3.45,0.68,11.50,6.00
6.70,0.64,0.23,2.10,0.08,11.00,-0.46,119.00,1.94,3.36,0.70,10.90,5.00
6.70,0.64,0.23,2.10,0.08,11.00,-0.46,119.00,1.94,3.36,0.70,10.90,5.00
8.40,0.62,0.09,2.20,0.08,11.00,-0.46,108.00,1.70,3.15,0.66,9.80,5.00
10.10,0.94,0.22,3.40,0.11,11.00,-0.46,86.00,1.21,3.43,0.64,11.30,4.00
8.40,0.67,0.19,2.20,0.09,11.00,-0.46,75.00,0.97,3.20,0.59,9.20,4.00
8.20,0.60,0.17,2.30,0.07,11.00,-0.46,73.00,0.92,3.20,0.45,9.30,5.00
6.80,0.61,0.20,1.80,0.08,11.00,-0.46,65.00,0.75,3.54,0.58,9.30,5.00
10.10,0.65,0.37,5.10,0.11,11.00,-0.46,65.00,0.75,3.32,0.64,10.40,6.00
8.00,0.83,0.27,2.00,0.08,11.00,-0.46,63.00,0.70,3.29,0.48,9.80,4.00
9.90,0.35,0.41,2.30,0.08,11.00,-0.46,61.00,0.66,3.21,0.50,9.50,5.00
9.90,0.35,0.41,2.30,0.08,11.00,-0.46,61.00,0.66,3.21,0.50,9.50,5.00
8.40,1.04,0.15,6.00,0.07,11.00,-0.46,54.00,0.51,3.37,0.49,9.90,5.00
8.30,0.61,0.30,2.10,0.08,11.00,-0.46,50.00,0.42,3.40,0.61,10.20,6.00
8.20,0.35,0.33,2.40,0.08,11.00,-0.46,47.00,0.35,3.27,0.81,11.00,6.00
8.20,0.35,0.33,2.40,0.08,11.00,-0.46,47.00,0.35,3.27,0.81,11.00,6.00
6.80,0.63,0.07,2.10,0.09,11.00,-0.46,44.00,0.28,3.47,0.55,10.40,6.00
9.10,0.68,0.11,2.80,0.09,11.00,-0.46,44.00,0.28,3.31,0.55,9.50,6.00
8.30,0.68,0.26,2.10,0.08,11.00,-0.46,43.00,0.26,3.31,0.53,9.20,4.00
8.20,0.40,0.44,2.80,0.09,11.00,-0.46,43.00,0.26,3.53,0.61,10.50,6.00
8.10,0.73,0.22,2.20,0.07,11.00,-0.46,41.00,0.22,3.36,0.55,9.10,5.00
7.20,0.25,0.37,2.50,0.06,11.00,-0.46,41.00,0.22,3.52,0.80,12.40,7.00
8.30,0.54,0.28,1.90,0.08,11.00,-0.46,40.00,0.20,3.39,0.61,10.00,6.00
7.50,0.52,0.11,1.50,0.08,11.00,-0.46,39.00,0.17,3.42,0.58,9.60,5.00
9.20,0.54,0.31,2.30,0.11,11.00,-0.46,38.00,0.15,3.24,0.56,10.90,5.00
7.40,0.63,0.07,2.40,0.09,11.00,-0.46,37.00,0.13,3.43,0.76,9.70,6.00
10.20,0.41,0.43,2.20,0.11,11.00,-0.46,37.00,0.13,3.16,0.67,10.80,5.00
7.80,0.55,0.12,2.50,0.07,11.00,-0.46,35.00,0.09,3.34,0.61,11.60,6.00
7.50,0.57,0.02,2.60,0.08,11.00,-0.46,35.00,0.09,3.36,0.62,10.80,6.00
7.50,0.57,0.02,2.60,0.08,11.00,-0.46,35.00,0.09,3.36,0.62,10.80,6.00
7.40,0.70,0.00,1.90,0.08,11.00,-0.46,34.00,0.06,3.51,0.56,9.40,5.00
7.40,0.70,0.00,1.90,0.08,11.00,-0.46,34.00,0.06,3.51,0.56,9.40,5.00
8.00,0.71,0.00,2.60,0.08,11.00,-0.46,34.00,0.06,3.44,0.53,9.50,5.00
10.90,0.21,0.49,2.80,0.09,11.00,-0.46,32.00,0.02,3.22,0.68,11.70,6.00
7.70,1.01,0.15,2.10,0.10,11.00,-0.46,32.00,0.02,3.23,0.48,10.00,5.00
6.20,0.52,0.08,4.40,0.07,11.00,-0.46,32.00,0.02,3.56,0.63,11.60,6.00
9.20,0.31,0.36,2.20,0.08,11.00,-0.46,31.00,0.00,3.33,0.86,12.00,7.00
9.10,0.79,0.00,2.60,0.09,11.00,-0.46,28.00,-0.07,3.36,0.86,9.40,6.00
8.30,0.26,0.42,2.00,0.08,11.00,-0.46,27.00,-0.09,3.21,0.80,9.40,6.00
8.30,0.26,0.42,2.00,0.08,11.00,-0.46,27.00,-0.09,3.21,0.80,9.40,6.00
8.30,0.26,0.42,2.00,0.08,11.00,-0.46,27.00,-0.09,3.21,0.80,9.40,6.00
9.10,0.80,0.00,2.60,0.10,11.00,-0.46,26.00,-0.11,3.35,0.83,9.40,6.00
7.90,0.24,0.40,1.60,0.06,11.00,-0.46,25.00,-0.14,3.32,0.87,8.70,6.00
8.70,0.31,0.46,1.40,0.06,11.00,-0.46,25.00,-0.14,3.36,0.76,10.10,6.00
6.10,0.40,0.16,1.80,0.07,11.00,-0.46,25.00,-0.14,3.42,0.74,10.10,7.00
10.40,0.58,0.61,2.60,0.08,11.00,-0.46,24.00,-0.16,3.16,0.69,9.00,5.00
8.30,0.30,0.49,3.80,0.09,11.00,-0.46,24.00,-0.16,3.27,0.64,12.10,7.00
10.20,0.44,0.58,4.10,0.09,11.00,-0.46,24.00,-0.16,3.29,0.99,12.00,7.00
6.30,0.39,0.16,1.40,0.08,11.00,-0.46,23.00,-0.18,3.34,0.56,9.30,5.00
12.70,0.59,0.45,2.30,0.08,11.00,-0.46,22.00,-0.20,3.00,0.70,9.30,6.00
7.70,0.97,0.10,2.10,0.11,11.00,-0.46,22.00,-0.20,3.26,0.50,9.50,5.00
7.70,0.97,0.10,2.10,0.11,11.00,-0.46,22.00,-0.20,3.26,0.50,9.50,5.00
6.50,0.67,0.00,4.30,0.06,11.00,-0.46,20.00,-0.25,3.45,0.56,11.80,4.00
10.00,0.44,0.49,2.70,0.08,11.00,-0.46,19.00,-0.27,3.23,0.63,11.60,7.00
6.80,0.59,0.06,6.00,0.06,11.00,-0.46,18.00,-0.29,3.41,0.59,10.80,7.00
6.80,0.59,0.06,6.00,0.06,11.00,-0.46,18.00,-0.29,3.41,0.59,10.80,7.00
7.10,0.75,0.01,2.20,0.06,11.00,-0.46,18.00,-0.29,3.39,0.40,12.80,6.00
7.10,0.75,0.01,2.20,0.06,11.00,-0.46,18.00,-0.29,3.39,0.40,12.80,6.00
5.70,0.60,0.00,1.40,0.06,11.00,-0.46,18.00,-0.29,3.45,0.56,12.20,6.00
6.40,0.79,0.04,2.20,0.06,11.00,-0.46,17.00,-0.31,3.53,0.65,10.40,6.00
9.20,0.76,0.18,2.20,0.15,10.00,-0.56,103.00,1.59,2.87,1.36,10.20,6.00
7.30,1.07,0.09,1.70,0.18,10.00,-0.56,89.00,1.28,3.30,0.57,9.00,5.00
7.60,0.49,0.26,1.60,0.24,10.00,-0.56,88.00,1.26,3.11,0.80,9.30,5.00
8.30,0.56,0.22,2.40,0.08,10.00,-0.56,86.00,1.21,3.37,0.62,9.50,5.00
7.90,0.57,0.31,2.00,0.08,10.00,-0.56,79.00,1.06,3.29,0.69,9.50,6.00
8.00,0.73,0.24,2.80,0.08,10.00,-0.56,62.00,0.68,3.35,0.56,10.00,6.00
8.30,0.72,0.15,1.80,0.09,10.00,-0.56,52.00,0.46,3.23,0.77,9.50,5.00
8.30,0.72,0.15,1.80,0.09,10.00,-0.56,52.00,0.46,3.23,0.77,9.50,5.00
8.00,0.43,0.36,2.30,0.08,10.00,-0.56,48.00,0.37,3.34,0.46,9.40,5.00
8.00,0.43,0.36,2.30,0.08,10.00,-0.56,48.00,0.37,3.34,0.46,9.40,5.00
8.90,0.40,0.32,5.60,0.09,10.00,-0.56,47.00,0.35,3.38,0.77,10.50,7.00
8.90,0.40,0.32,5.60,0.09,10.00,-0.56,47.00,0.35,3.38,0.77,10.50,7.00
11.60,0.58,0.66,2.20,0.07,10.00,-0.56,47.00,0.35,3.25,0.57,9.00,3.00
9.80,0.50,0.34,2.30,0.09,10.00,-0.56,45.00,0.31,3.24,0.60,9.70,7.00
7.30,0.74,0.08,1.70,0.09,10.00,-0.56,45.00,0.31,3.24,0.50,9.80,5.00
7.50,0.49,0.19,1.90,0.08,10.00,-0.56,44.00,0.28,3.39,0.54,9.70,5.00
8.80,0.61,0.14,2.40,0.07,10.00,-0.56,42.00,0.24,3.19,0.59,9.50,5.00
8.80,0.61,0.14,2.40,0.07,10.00,-0.56,42.00,0.24,3.19,0.59,9.50,5.00
7.80,0.50,0.09,2.20,0.12,10.00,-0.56,42.00,0.24,3.18,0.62,9.50,5.00
7.80,0.74,0.08,2.40,0.09,10.00,-0.56,41.00,0.22,3.24,0.71,9.80,6.00
10.20,0.36,0.64,2.90,0.12,10.00,-0.56,41.00,0.22,3.23,0.66,12.50,6.00
10.20,0.36,0.64,2.90,0.12,10.00,-0.56,41.00,0.22,3.23,0.66,12.50,6.00
12.60,0.38,0.66,2.60,0.09,10.00,-0.56,41.00,0.22,3.17,0.68,9.80,6.00
11.40,0.60,0.49,2.70,0.09,10.00,-0.56,41.00,0.22,3.15,0.63,10.50,6.00
9.90,0.44,0.46,2.20,0.09,10.00,-0.56,41.00,0.22,3.18,0.69,11.90,6.00
8.90,0.31,0.36,2.60,0.06,10.00,-0.56,39.00,0.17,3.40,0.69,11.80,5.00
8.40,0.72,0.20,2.40,0.08,10.00,-0.56,38.00,0.15,3.31,0.64,9.40,5.00
7.90,0.43,0.21,1.60,0.11,10.00,-0.56,37.00,0.13,3.17,0.91,9.50,5.00
7.90,0.43,0.21,1.60,0.11,10.00,-0.56,37.00,0.13,3.17,0.91,9.50,5.00
6.90,0.52,0.25,2.60,0.08,10.00,-0.56,37.00,0.13,3.46,0.50,11.00,5.00
6.90,0.52,0.25,2.60,0.08,10.00,-0.56,37.00,0.13,3.46,0.50,11.00,5.00
11.50,0.35,0.49,3.30,0.07,10.00,-0.56,37.00,0.13,3.32,0.91,11.00,6.00
8.00,0.52,0.03,1.70,0.07,10.00,-0.56,35.00,0.09,3.34,0.57,10.00,5.00
8.10,0.87,0.00,2.20,0.08,10.00,-0.56,31.00,0.00,3.25,0.50,9.80,5.00
8.10,0.87,0.00,2.20,0.08,10.00,-0.56,31.00,0.00,3.25,0.50,9.80,5.00
7.20,0.61,0.02,1.90,0.10,10.00,-0.56,31.00,0.00,3.46,0.53,11.80,6.00
8.20,0.39,0.38,1.50,0.06,10.00,-0.56,29.00,-0.05,3.26,0.74,9.80,5.00
7.50,0.55,0.24,2.00,0.08,10.00,-0.56,28.00,-0.07,3.45,0.78,9.50,6.00
10.20,0.24,0.49,2.40,0.08,10.00,-0.56,28.00,-0.07,3.14,0.61,10.40,5.00
8.70,0.48,0.30,2.80,0.07,10.00,-0.56,28.00,-0.07,3.33,0.67,11.20,7.00
8.20,0.44,0.24,2.30,0.06,10.00,-0.56,28.00,-0.07,3.25,0.53,10.20,6.00
7.20,0.45,0.15,2.00,0.08,10.00,-0.56,28.00,-0.07,3.29,0.51,9.90,6.00
10.00,0.29,0.40,2.90,0.10,10.00,-0.56,26.00,-0.11,3.48,0.91,9.70,5.00
9.30,0.39,0.40,2.60,0.07,10.00,-0.56,26.00,-0.11,3.34,0.75,10.20,6.00
10.20,0.49,0.63,2.90,0.07,10.00,-0.56,26.00,-0.11,3.16,0.78,12.50,7.00
11.00,0.26,0.68,2.55,0.09,10.00,-0.56,25.00,-0.14,3.18,0.61,11.80,5.00
15.00,0.21,0.44,2.20,0.08,10.00,-0.56,24.00,-0.16,3.07,0.84,9.20,7.00
15.00,0.21,0.44,2.20,0.08,10.00,-0.56,24.00,-0.16,3.07,0.84,9.20,7.00
10.50,0.28,0.51,1.70,0.08,10.00,-0.56,24.00,-0.16,3.20,0.89,9.40,6.00
9.10,0.30,0.41,2.00,0.07,10.00,-0.56,24.00,-0.16,3.27,0.85,11.70,7.00
7.20,0.67,0.00,2.20,0.07,10.00,-0.56,24.00,-0.16,3.42,0.72,11.10,6.00
11.90,0.43,0.66,3.10,0.11,10.00,-0.56,23.00,-0.18,3.15,0.85,10.40,7.00
15.50,0.65,0.49,4.20,0.10,10.00,-0.56,23.00,-0.18,2.92,0.74,11.10,5.00
15.50,0.65,0.49,4.20,0.10,10.00,-0.56,23.00,-0.18,2.92,0.74,11.10,5.00
15.60,0.65,0.49,4.20,0.10,10.00,-0.56,23.00,-0.18,2.92,0.74,11.10,5.00
9.60,0.41,0.37,2.30,0.09,10.00,-0.56,23.00,-0.18,3.24,0.56,10.50,5.00
7.00,0.50,0.14,1.80,0.08,10.00,-0.56,23.00,-0.18,3.53,0.61,10.40,5.00
8.40,0.56,0.04,2.00,0.08,10.00,-0.56,22.00,-0.20,3.22,0.44,9.60,5.00
8.40,0.56,0.04,2.00,0.08,10.00,-0.56,22.00,-0.20,3.22,0.44,9.60,5.00
8.20,0.28,0.60,3.00,0.10,10.00,-0.56,22.00,-0.20,3.39,0.68,10.60,5.00
8.20,0.28,0.60,3.00,0.10,10.00,-0.56,22.00,-0.20,3.39,0.68,10.60,5.00
12.20,0.34,0.50,2.40,0.07,10.00,-0.56,21.00,-0.22,3.12,1.18,9.20,6.00
12.00,0.28,0.49,1.90,0.07,10.00,-0.56,21.00,-0.22,2.98,0.66,9.90,7.00
9.20,0.56,0.18,1.60,0.08,10.00,-0.56,21.00,-0.22,3.15,0.49,9.90,5.00
8.90,0.12,0.45,1.80,0.08,10.00,-0.56,21.00,-0.22,3.41,0.76,11.90,7.00
8.90,0.12,0.45,1.80,0.08,10.00,-0.56,21.00,-0.22,3.41,0.76,11.90,7.00
8.90,0.12,0.45,1.80,0.08,10.00,-0.56,21.00,-0.22,3.41,0.76,11.90,7.00
9.00,0.79,0.24,1.70,0.08,10.00,-0.56,21.00,-0.22,3.29,0.67,10.00,5.00
9.00,0.79,0.24,1.70,0.08,10.00,-0.56,21.00,-0.22,3.29,0.67,10.00,5.00
9.40,0.41,0.48,4.60,0.07,10.00,-0.56,20.00,-0.25,3.34,0.79,12.20,7.00
7.00,0.78,0.08,2.00,0.09,10.00,-0.56,19.00,-0.27,3.40,0.47,10.00,5.00
7.30,0.84,0.03,2.10,0.09,10.00,-0.56,19.00,-0.27,3.39,0.47,9.60,5.00
8.70,0.33,0.38,3.30,0.06,10.00,-0.56,19.00,-0.27,3.30,0.73,12.00,7.00
10.10,0.45,0.23,1.90,0.08,10.00,-0.56,18.00,-0.29,3.22,0.65,9.30,6.00
7.20,0.48,0.07,5.50,0.09,10.00,-0.56,18.00,-0.29,3.37,0.68,11.20,7.00
10.90,0.53,0.49,4.60,0.12,10.00,-0.56,17.00,-0.31,3.07,0.56,11.70,6.00
10.90,0.53,0.49,4.60,0.12,10.00,-0.56,17.00,-0.31,3.07,0.56,11.70,6.00
7.00,0.54,0.09,2.00,0.08,10.00,-0.56,16.00,-0.33,3.43,0.59,11.50,6.00
7.60,0.74,0.02,2.50,0.07,10.00,-0.56,14.00,-0.38,3.51,0.71,11.70,7.00
6.90,0.54,0.30,2.20,0.09,9.00,-0.67,105.00,1.63,3.25,1.18,10.50,6.00
9.00,0.58,0.25,2.80,0.08,9.00,-0.67,104.00,1.61,3.23,0.57,9.70,5.00
7.10,0.69,0.35,2.00,0.09,9.00,-0.67,92.00,1.34,3.28,0.62,9.40,5.00
8.50,0.49,0.11,2.30,0.08,9.00,-0.67,67.00,0.79,3.17,0.53,9.40,5.00
9.10,0.66,0.15,3.20,0.10,9.00,-0.67,59.00,0.62,3.28,0.54,9.60,5.00
7.30,0.39,0.31,2.40,0.07,9.00,-0.67,46.00,0.33,3.41,0.54,9.40,6.00
9.90,0.49,0.58,3.50,0.09,9.00,-0.67,43.00,0.26,3.29,0.58,9.00,5.00
8.80,0.41,0.64,2.20,0.09,9.00,-0.67,42.00,0.24,3.54,0.66,10.50,5.00
8.80,0.41,0.64,2.20,0.09,9.00,-0.67,42.00,0.24,3.54,0.66,10.50,5.00
8.70,0.77,0.22,2.30,0.06,9.00,-0.67,42.00,0.24,3.10,0.55,9.40,5.00
7.70,0.53,0.06,1.70,0.07,9.00,-0.67,39.00,0.17,3.35,0.48,9.80,6.00
7.70,0.56,0.20,2.00,0.08,9.00,-0.67,39.00,0.17,3.48,0.62,9.30,5.00
8.30,0.60,0.25,2.20,0.12,9.00,-0.67,38.00,0.15,3.15,0.53,9.80,5.00
